,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,Drake,Rich Flex,1bDbXMyjaUIooNwFE9wn0N,96,0.561,0.52,11,-9.342,0,0.244,0.0503,1.86e-06,0.355,0.424,153.15,239360,3
1,SZA,Kill Bill,3OHfY25tqY28d16oZczHc8,93,0.644,0.728,8,-5.75,1,0.0351,0.0543,0.169,0.161,0.43,88.993,153947,4
2,Sam Smith,Unholy (feat. Kim Petras),3nqQXoyQOWXiESFLlDF1hG,100,0.714,0.472,2,-7.375,1,0.0864,0.013,4.51e-06,0.266,0.238,131.121,156943,4
3,Taylor Swift,Anti-Hero,0V3wPSX9ygBnCm8psDIegu,97,0.637,0.643,4,-6.571,1,0.0519,0.13,1.8e-06,0.142,0.533,97.008,200690,4
4,d4vd,Romantic Homicide,1xK59OXxi2TAAAbmZK0kBL,94,0.571,0.544,6,-10.613,1,0.0299,0.453,0.00805,0.322,0.216,132.052,132631,4
5,Lil Uzi Vert,Just Wanna Rock,4FyesJzVpA39hbYvcseO2d,91,0.486,0.545,11,-7.924,1,0.0336,0.0652,0.00474,0.0642,0.0385,150.187,123891,4
6,SZA,Nobody Gets Me,5Y35SjAfXjjG0sFQ3KOxmm,90,0.358,0.284,7,-8.285,1,0.0285,0.805,0.0,0.183,0.276,99.796,180853,3
7,Zach Bryan,Something in the Orange,3WMj8moIAXJhHsyLaqIIHI,89,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,228013,3
8,Metro Boomin,Creepin' (with The Weeknd & 21 Savage),2dHHgzDwk4BJdRwy9uXhTO,93,0.715,0.62,1,-6.005,0,0.0484,0.417,0.0,0.0822,0.172,97.95,221520,4
9,SZA,Low,2GAhgAjOhEmItWLfgisyOn,88,0.698,0.546,0,-7.234,0,0.0559,0.425,0.00314,0.16,0.335,145.044,181080,4
10,SZA,Blind,2CSRrnOEELmhpq8iaAi9cd,88,0.461,0.279,9,-11.776,0,0.0373,0.911,0.0,0.205,0.599,114.225,150720,4
11,Drake,Jimmy Cooks (feat. 21 Savage),3F5CgOj3wFlRv51JsHbxhe,90,0.529,0.673,0,-4.711,1,0.175,0.000307,2.41e-06,0.093,0.366,165.921,218365,4
12,Bad Bunny,Tití Me Preguntó,1IHWl5LamUGEuP4ozKQSXZ,95,0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,243717,4
13,Steve Lacy,Bad Habit,5CM4UuQ9Gnd6K2YyKGPMoK,90,0.686,0.507,1,-7.097,1,0.0357,0.626,7.51e-05,0.383,0.69,168.955,232115,4
14,Morgan Wallen,You Proof,5uU1uuyaUIBOiiUSQG7Wl3,86,0.731,0.85,9,-4.913,1,0.0336,0.252,0.0,0.605,0.644,119.706,157478,4
15,Bad Bunny,Me Porto Bonito,6Sq7ltF9Qa7SNFBsV5Cogx,96,0.911,0.712,1,-5.105,0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,178567,4
16,SZA,Seek & Destroy,6eT2V7nKXyMf47TwPbtgAD,86,0.651,0.647,1,-5.415,1,0.0654,0.437,0.175,0.205,0.345,152.069,203733,4
17,SZA,Love Language,1eIXYZWEfJO3Na2LCCnIJE,86,0.707,0.261,9,-10.139,0,0.0784,0.853,0.0,0.127,0.545,65.038,183893,4
18,Metro Boomin,Superhero (Heroes & Villains) [with Future & Chris Brown],0vjeOZ3Ft5jvAi9SBFJm1j,88,0.526,0.606,5,-5.3,0,0.259,0.152,2.36e-06,0.194,0.492,116.622,182667,4
19,Drake,Pussy & Millions (feat. Travis Scott),2KLwPaRDOB87XOYAT2fgxh,89,0.749,0.63,4,-6.652,0,0.116,0.0623,0.0,0.353,0.445,122.03,242027,4
20,SZA,Used (feat. Don Toliver),1TweDM3JC49LNeelLVg3yX,86,0.734,0.689,10,-6.454,0,0.0871,0.532,8.47e-05,0.322,0.705,149.579,70160,4
21,SZA,Snooze,4iZ4pt7kvcaH6Yo8UoZ4s2,85,0.559,0.551,5,-7.231,1,0.132,0.141,0.0,0.11,0.392,143.008,201800,4
22,SZA,Ghost in the Machine (feat. Phoebe Bridgers),4h5x3XHLVYFJaItKuO2rhy,85,0.624,0.433,6,-9.572,1,0.0467,0.837,0.0294,0.113,0.589,124.979,218587,4
23,SZA,SOS,5xMw6qCcpd2gBXPGTegC4W,85,0.507,0.657,7,-7.356,0,0.233,0.669,6.97e-06,0.0947,0.506,119.159,117773,1
24,SZA,Special,6RQ5IwG7uADz9LDWliJGjU,85,0.604,0.199,0,-11.831,1,0.05,0.777,0.0,0.109,0.191,76.134,158840,4
25,David Guetta,I'm Good (Blue),4uUG5RXrOk84mYEfFvj3cK,97,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,175238,4
26,SZA,Shirt,34ZAzO78a5DAVNrYIGWcPm,89,0.824,0.453,3,-9.604,0,0.0968,0.146,0.0273,0.0896,0.552,119.959,181831,4
27,Drake,Major Distribution,46s57QULU02Voy0Kup6UEb,88,0.908,0.546,8,-10.491,0,0.323,0.0127,0.0,0.0707,0.225,131.016,170502,4
28,OneRepublic,I Ain't Worried,4h9wh7iOZ0GGn8QVp4RAOB,95,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,148486,4
29,Future,WAIT FOR U (feat. Drake & Tems),59nOXPmaKlBfGMDeOVGrIK,88,0.463,0.642,1,-4.474,1,0.34,0.314,0.0,0.0686,0.339,83.389,189893,4
30,Drake,On BS,34tz0eDhGuFErIuW3q4mPX,87,0.841,0.358,9,-8.368,1,0.591,0.0201,0.0,0.39,0.329,158.014,261544,4
31,d4vd,Here With Me,78Sw5GDo6AlGwTwanjXbGh,92,0.574,0.469,4,-8.209,1,0.0254,0.534,9.21e-05,0.128,0.288,132.023,242485,4
32,JVKE,golden hour,5odlY52u43F5BjByhxg7wg,90,0.515,0.593,4,-4.801,1,0.0322,0.653,0.162,0.25,0.153,94.467,209260,3
33,SZA,Gone Girl,2Sjx8DWZO5zaTyTAmgo2gY,84,0.428,0.439,5,-7.674,1,0.0591,0.57,0.0,0.153,0.418,150.007,244027,4
34,SZA,Notice Me,4fnNBPN9W6AoOYSQS3FJxT,84,0.724,0.68,5,-6.822,1,0.117,0.275,9.91e-05,0.11,0.777,159.919,160920,4
35,Meghan Trainor,Made You Look,0QHEIqNKsMoOY5urbzN48u,95,0.838,0.525,10,-3.562,1,0.0665,0.345,1.92e-06,0.0771,0.884,144.981,134256,4
36,SZA,F2F,2e2AXpIiJpet5b4qg85Gh6,84,0.533,0.74,2,-5.767,1,0.0359,0.089,2.95e-06,0.337,0.465,89.934,185040,4
37,Taylor Swift,Lavender Haze,5jQI2r1RdgtuT8S3iG8zFC,90,0.733,0.436,10,-10.489,1,0.08,0.258,0.000573,0.157,0.0976,96.985,202396,4
38,SZA,Open Arms (feat. Travis Scott),0xaFw2zDYf1rIJWl2dXiSF,84,0.665,0.59,9,-7.608,1,0.161,0.763,0.0132,0.147,0.216,77.559,239613,4
39,Taylor Swift,Midnight Rain,3rWDp9tBPQR9z6U5YyRSK4,90,0.643,0.363,0,-11.738,1,0.0767,0.69,5.17e-05,0.115,0.23,139.865,174783,4
40,SZA,Smoking on my Ex Pack,4jTs7ny5eSRnKTzxdrFv5I,83,0.466,0.676,8,-8.097,1,0.38,0.241,0.00318,0.224,0.333,81.227,83827,4
41,SZA,Conceited,4hTej08FutmriOs7S1hWWy,83,0.791,0.458,1,-8.236,1,0.0673,0.0486,4.08e-05,0.106,0.772,150.046,151413,4
42,Post Malone,I Like You (A Happier Song) (with Doja Cat),0O6u0VJ46W86TxN9wgyqDj,89,0.733,0.67,5,-6.009,1,0.0751,0.121,0.0,0.121,0.472,100.964,192841,4
43,Harry Styles,As It Was,4LRPiXqCikLlN15c3yImP7,93,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303,4
44,Beyoncé,CUFF IT,1xzi1Jcr7mEi9K2RfzLOqS,93,0.78,0.689,7,-5.668,1,0.141,0.0368,9.69e-06,0.0698,0.642,115.042,225389,4
45,Drake,Spin Bout U,2ZL7WZcjuYKi1KUDtp4kCC,86,0.773,0.701,7,-6.386,1,0.0512,0.01,0.0,0.163,0.203,129.963,214589,4
46,SZA,Far,74NI58MQexwZjNu1Gu6GjT,82,0.612,0.549,2,-7.401,1,0.0833,0.672,0.000203,0.163,0.477,115.915,180680,4
47,SZA,Too Late,4rAg5bbrdZX00mXXhLvYXj,82,0.445,0.681,11,-7.558,1,0.0829,0.781,0.000789,0.386,0.351,127.541,164427,5
48,Joji,Die For You,26hOm7dTtBi0TdpDGl141t,90,0.472,0.518,8,-7.379,1,0.051,0.383,0.127,0.289,0.154,147.805,211667,4
49,Bad Bunny,Efecto,5Eax0qFko2dh7Rl2lYs3bx,94,0.801,0.475,7,-8.797,0,0.0516,0.141,1.73e-05,0.0639,0.234,98.047,213061,4
50,Bailey Zimmerman,Rock and A Hard Place,4686eQ81DEswHa90bcdlC9,83,0.582,0.568,1,-7.3,1,0.0275,0.577,0.0,0.105,0.394,121.991,207541,3
51,Drake,Circo Loco,7GeTsDIc5ykNB6lORO6Cee,86,0.734,0.605,1,-8.476,1,0.0699,0.0102,0.0,0.317,0.252,103.976,236795,4
52,Harry Styles,Late Night Talking,1qEmFfgcLObUfQm0j1W2CK,90,0.714,0.728,10,-4.595,1,0.0468,0.298,0.0,0.106,0.901,114.996,177955,4
53,Omar Apollo,Evergreen (You Didn’t Deserve Me At All),2TktkzfozZifbQhXjT6I33,87,0.697,0.336,9,-10.395,1,0.0424,0.598,0.00528,0.107,0.31,82.029,216680,3
54,SZA,Good Days,4PMqSO5qyjpvzhlLI5GnID,81,0.461,0.651,1,-8.81,0,0.0568,0.418,1.26e-05,0.782,0.383,121.07,278480,4
55,Manuel Turizo,La Bachata,5ww2BF9slyYgNOk37BlC4u,98,0.835,0.679,7,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,162638,4
56,SZA,I Hate U,2aJnyNu4PQxQ2lyj5boiMG,81,0.533,0.417,7,-8.665,0,0.148,0.514,0.0,0.114,0.376,106.534,173907,5
57,SZA,Forgiveless (feat. Ol' Dirty Bastard),5IcP1PPnleZ2kuwKDyfNC5,80,0.668,0.769,9,-5.25,1,0.218,0.366,0.0,0.0861,0.469,79.852,141960,4
58,Drake,Privileged Rappers,7l2nxyx7IkBX5orhkALg0V,85,0.934,0.614,5,-7.384,1,0.198,0.00274,0.0,0.123,0.616,144.045,160821,4
59,Taylor Swift,Maroon,3eX0NZfLtGzoLUxPNvRfqm,87,0.637,0.398,7,-8.294,1,0.0564,0.0573,1.03e-06,0.101,0.0374,108.075,218271,4
60,Drake,Broke Boys,45pUWUeEWGoSdH6UF162G8,84,0.642,0.533,2,-7.45,1,0.266,0.0104,0.000108,0.251,0.112,120.041,225439,4
61,Steve Lacy,Static,4OmfWzukSVD140NiAIEjem,85,0.335,0.305,1,-12.661,1,0.0741,0.434,0.631,0.101,0.215,79.001,156507,5
62,Joji,Glimpse of Us,6xGruZOHLs39ZbVccQTuPZ,90,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,233456,3
63,Doja Cat,Vegas (From the Original Motion Picture Soundtrack ELVIS),0hquQWY3xvYqN4qtiquniF,87,0.801,0.601,8,-7.574,0,0.255,0.0777,3.23e-05,0.145,0.74,159.969,182907,4
64,Oliver Tree,Miss You,73vIOb4Q7YN6HeJTbscRx5,94,0.587,0.742,6,-6.64,0,0.0529,0.0128,0.00107,0.146,0.199,145.007,206000,4
65,Metro Boomin,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],4WuOWVnAqvEQxgSRrspBgt,86,0.671,0.658,2,-5.567,1,0.309,0.189,8.66e-05,0.147,0.257,87.933,207307,4
66,Taylor Swift,Karma,7KokYm8cMIXCsGVmUvKtqf,87,0.642,0.62,8,-7.091,1,0.0666,0.0734,0.0,0.483,0.0969,90.02,204852,4
67,Brent Faiyaz,ALL MINE,3XgGQ1wjo5khvq2UImjyNF,83,0.617,0.378,9,-8.54,1,0.0315,0.428,9.16e-05,0.11,0.22,141.967,216063,4
68,Taylor Swift,Snow On The Beach (feat. Lana Del Rey),1wtOxkiel43cVs0Yux5Q4h,88,0.663,0.319,9,-13.481,1,0.0375,0.69,0.000993,0.117,0.193,109.957,256124,4
69,Bad Bunny,Moscow Mule,6Xom58OOXk2SoU711L2IXO,92,0.804,0.674,5,-5.453,0,0.0333,0.294,1.18e-06,0.115,0.292,99.968,245940,4
70,Taylor Swift,"You're On Your Own, Kid",4D7BCuvgdJlYvlX5WlN54t,87,0.696,0.396,2,-10.289,1,0.0656,0.401,5.2e-06,0.125,0.38,120.041,194207,4
71,Taylor Swift,"Would've, Could've, Should've",0aV5uARAknQgYhBaK944FP,85,0.483,0.84,7,-6.508,1,0.119,0.43,0.000575,0.146,0.55,157.979,260362,4
72,Bad Bunny,Ojitos Lindos,3k3NWokhRRkEPhCzPmV8TW,94,0.647,0.686,3,-5.745,0,0.0413,0.08,1.34e-06,0.528,0.268,79.928,258299,4
73,Freddie Dredd,Limbo,37F7E7BKEw2E4O2L7u0IEp,87,0.802,0.623,11,-5.862,0,0.459,0.0292,0.055,0.113,0.457,74.987,169947,4
74,Taylor Swift,Bejeweled,3qoftcUZaUOncvIYjFSPdE,87,0.696,0.559,7,-9.19,1,0.0693,0.0618,5.58e-05,0.0887,0.433,163.999,194166,4
75,Grupo Frontera,No Se Va - En Vivo,5JhUm1v5AbI5Yu6jLKCPRO,90,0.594,0.527,0,-9.335,1,0.0335,0.121,0.0,0.234,0.692,172.712,194019,4
76,Metro Boomin,Too Many Nights (feat. Don Toliver & with Future),2Hh3ETdQKrmSI3QS0hme7g,85,0.684,0.671,7,-4.392,0,0.0464,0.189,2.37e-05,0.122,0.156,88.048,199920,4
77,Morgan Wallen,Thought You Should Know,6NHpyYvJyQsg2nXXzGYc2R,81,0.529,0.695,6,-6.174,1,0.0278,0.488,1.24e-05,0.142,0.514,139.993,215572,4
78,Billie Eilish,TV,3GYlZ7tbxLOxe6ewMNVTkw,87,0.412,0.236,4,-15.159,0,0.0379,0.83,0.00653,0.147,0.119,140.214,281381,4
79,Morgan Wallen,One Thing At A Time,6KGtAlYvgm4W9PoYabFAYE,81,0.614,0.913,7,-5.126,1,0.0296,0.0042,1.72e-06,0.26,0.92,141.982,206865,4
80,Taylor Swift,The Great War,3UMrglJeju5yWyYIW6o99b,85,0.573,0.741,5,-8.987,1,0.0353,0.219,2.23e-05,0.0842,0.554,96.016,240356,4
81,GloRilla,Tomorrow 2 (with Cardi B),7KXVIAuw3m2hxZanrpSXS3,82,0.791,0.818,0,-3.93,1,0.406,0.0695,0.0,0.114,0.693,159.922,209811,4
82,Drake,BackOutsideBoyz,0wshkEEcJUQU33RSRBb5dv,84,0.849,0.433,5,-8.434,0,0.316,0.0407,0.0,0.388,0.395,142.11,152962,4
83,Taylor Swift,willow,3nYyGYCUrEtOAPHvpGz6vL,0,0.392,0.579,7,-9.195,1,0.164,0.835,0.00179,0.145,0.549,80.961,214707,4
84,Cole Swindell,She Had Me At Heads Carolina,200x8ONbPfFzByUr3fVz46,81,0.607,0.912,8,-3.449,1,0.0611,0.124,0.0,0.332,0.722,134.944,206107,4
85,Rema,Calm Down (with Selena Gomez),0WtM2NBVQNNJLh6scP13H8,94,0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,239318,4
86,Bad Bunny,Neverita,31i56LZnwE6uSu3exoHjtB,92,0.876,0.498,10,-7.511,1,0.0478,0.0706,0.0,0.143,0.428,122.016,173119,4
87,Juice WRLD,In My Head,2RJAKIw6nIkgZVsAIKhmqz,83,0.633,0.548,5,-5.634,0,0.0467,0.269,0.0,0.16,0.35,160.011,192000,4
88,Nicki Minaj,Super Freaky Girl,4C6Uex2ILwJi9sZXRdmqXp,87,0.95,0.891,2,-2.653,1,0.241,0.0645,1.77e-05,0.309,0.912,133.01,170977,4
89,Bizarrap,"Quevedo: Bzrp Music Sessions, Vol. 52",2tTmW7RDtMQtBk7m2rYeSw,97,0.621,0.782,2,-5.548,1,0.044,0.0125,0.033,0.23,0.55,128.033,198938,4
90,Yeat,Out thë way,6IyoLWzljeR3ldQo4KWHT6,82,0.767,0.628,4,-7.41,0,0.242,0.21,8.79e-06,0.275,0.798,128.07,150242,4
91,Taylor Swift,Vigilante Shit,1xwAWUI6Dj0WGC3KiUPN0O,85,0.798,0.277,4,-11.096,0,0.39,0.173,5.25e-05,0.121,0.163,79.846,164801,4
92,Stephen Sanchez,Until I Found You (with Em Beihold) - Em Beihold Version,1Y3LN4zO1Edc2EluIoSPJN,90,0.551,0.55,10,-5.339,1,0.0286,0.777,0.0,0.202,0.342,101.19,176440,3
93,Juice WRLD,Face 2 Face,6L4XGeAdRRC32vVJpp8MdM,81,0.711,0.72,9,-4.532,1,0.0308,0.0948,0.0,0.101,0.437,155.997,124558,4
94,Drake,Hours In Silence,0sSRLXxknVTQDStgU1NqpY,83,0.501,0.403,6,-11.106,0,0.119,0.234,0.0,0.267,0.111,118.352,399154,4
95,Tyler Hubbard,5 Foot 9,6AqwH2Y9FJwhUE2dCSkw1u,80,0.602,0.796,5,-5.609,1,0.0465,0.146,0.0,0.125,0.53,106.005,189780,4
96,Rihanna,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,35ovElsgyAtQwYPYnZJECg,90,0.247,0.299,9,-6.083,1,0.0315,0.899,0.0,0.131,0.172,177.115,196520,4
97,Metro Boomin,Raindrops (Insane) [with Travis Scott],1pacwLXyRO47ka0v6LTIiY,83,0.796,0.539,7,-5.974,0,0.0433,0.103,0.0,0.343,0.123,111.988,188587,4
98,Taylor Swift,Paris,7712gjoih4QoDbXpljEk21,84,0.7,0.509,7,-10.547,1,0.0789,0.112,3.27e-05,0.137,0.345,110.947,196259,4
99,Taylor Swift,Bigger Than The Whole Sky,0BiqmkasE5FdrChwKfVp8X,84,0.422,0.235,6,-12.379,1,0.0568,0.826,0.00648,0.115,0.068,165.71,218503,4
100,Future,PUFFIN ON ZOOTIEZ,1qMMYpVatbRITKCfq1gasi,81,0.883,0.657,8,-5.748,1,0.305,0.0603,0.0,0.128,0.284,124.992,172933,4
101,PinkPantheress,Boy's a liar,3NanY0K4okhIQzL33U5Ad8,84,0.656,0.838,5,-8.407,1,0.041,0.25,0.00281,0.207,0.74,132.981,131253,4
102,Bailey Zimmerman,Fall In Love,5gVCfYmQRPy1QJifP8f5gg,79,0.524,0.643,9,-6.055,1,0.0297,0.451,0.0,0.221,0.397,135.962,232059,4
103,Jack Harlow,First Class,0wHFktze2PHC5jDt3B17DC,85,0.902,0.582,5,-5.902,0,0.109,0.111,3.18e-06,0.111,0.332,107.005,173948,4
104,Morgan Wallen,Tennessee Fan,3Ga7Uele3zN57vQ4F0HPTW,79,0.482,0.847,6,-4.741,1,0.0317,0.081,0.0,0.0832,0.592,76.01,198255,4
105,Taylor Swift,Question...?,6C7OF1Jal7YkyjzyUG8vkK,83,0.751,0.502,7,-8.777,1,0.162,0.226,0.0,0.297,0.112,108.989,210557,4
106,Jordan Davis,What My World Spins Around,6HBRLaSQ7NB8MNlaqzYen1,79,0.675,0.726,2,-6.459,1,0.0461,0.105,0.0,0.153,0.671,124.872,186791,4
107,Bad Bunny,Party,4tYFy8ALRjIZvnvSLw5lxN,89,0.829,0.799,9,-5.389,1,0.0897,0.0151,0.000543,0.242,0.471,97.013,227629,4
108,KAROL G,PROVENZA,7dSZ6zGTQx66c2GF91xCrb,91,0.87,0.516,1,-8.006,1,0.0541,0.656,0.00823,0.11,0.53,111.005,210200,4
109,Metro Boomin,Umbrella (with 21 Savage & Young Nudy),2Yt4SXIgmoaPZHGdRafp4P,82,0.822,0.788,11,-3.634,0,0.173,0.0838,0.000173,0.359,0.389,111.016,222000,4
110,Lil Nas X,STAR WALKIN' (League of Legends Worlds Anthem),38T0tPVZHcPZyhtOcCP7pF,90,0.637,0.715,2,-4.971,0,0.0455,0.148,0.0,0.0892,0.308,141.872,210576,4
111,Lil Yachty,Poland,74loibzxXRL875X20kenvk,83,0.695,0.555,5,-8.5,0,0.0509,0.141,0.826,0.11,0.26,150.024,83200,4
112,Taylor Swift,Mastermind,56hioFjQ0DXrdn04hZcFgG,83,0.661,0.352,4,-14.077,1,0.117,0.571,0.00147,0.0884,0.13,125.934,191039,4
113,Cults,Gilded Lily,6PaWZ0PIMxx15YBgCohvXY,84,0.4,0.571,11,-6.534,0,0.0288,0.468,3.05e-05,0.519,0.146,61.859,212736,4
114,Ivan Cornejo,La Curiosidad,0hnvQLkV7yOjslEzflJSK4,80,0.626,0.454,3,-8.767,0,0.0392,0.729,0.000442,0.159,0.36,123.351,216000,4
115,Nate Smith,Whiskey On You,6Tm4Io4ct4w14nB1EUzsY3,79,0.479,0.768,8,-5.204,1,0.0312,7.02e-05,0.00549,0.121,0.576,110.024,183790,4
116,Drake,Jumbotron Shit Poppin,2ZlABhxMMa43COmZ97kKsJ,81,0.799,0.575,6,-6.257,0,0.282,0.221,0.0,0.196,0.319,99.026,137151,4
117,Arcángel,La Jumpa,5MxFWjuqQIsbNWbMdMdbli,91,0.713,0.703,8,-5.769,1,0.194,0.298,0.0,0.321,0.576,123.06,255693,4
118,Zach Bryan,"Burn, Burn, Burn",5jfhLCSIFUO4ndzNRh4w4G,79,0.508,0.296,3,-10.513,1,0.0755,0.897,5e-05,0.11,0.134,82.532,268856,4
119,Drake,More M’s,29YW2xXlo6Pc6M0SBTCXYN,81,0.704,0.504,1,-6.749,1,0.223,0.0405,0.000422,0.139,0.0713,82.537,221406,4
120,Taylor Swift,High Infidelity,5kiZGSxgqPdv6rbqL9THdd,83,0.646,0.529,10,-10.179,1,0.0864,0.723,0.0,0.0885,0.755,87.862,231475,4
121,Lizzo,About Damn Time,1PckUlxKqWQs3RlWXVBLw3,86,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,191822,4
122,Kordhell,Murder In My Mind,6qyS9qBy0mEk3qYaH8mPss,90,0.712,0.972,10,-0.514,1,0.112,0.00547,7.06e-05,0.128,0.568,119.966,145000,4
